common_name,sci_name,sci_name_cite,distribution,distribution_cite,tree_rad_low,tree_rad_low_cite,tree_rad_high,tree_rad_high_cite,density,density_cite,janka_hardness,janka_hardness_cite,rupture_modulus,rupture_modulus_cite,elastic_modulus,elastic_modulus_cite,crushing_strength,crushing_strength_cite,shrink_rad,shrink_rad_cite,shrink_tan,shrink_tan_cite,shrink_volumetric,shrink_volumetric_cite,rot_resistance,rot_resistance_cite,workability,workability_cite,common_uses,common_uses_cite,primary_sources,primary_sources_cite,archaeological_sources,archaeological_sources_cite,shapefile,shapefile_cite,secondary_sources,secondary_sources_cite,notes,notes_cite,tree_height_low,tree_height_low_cite,tree_height_high,tree_height_high_cite,image,image_cite
pacific silver fir,abies amabilis,1,pacific northwest region of north america,1,0.6,1,1,1,435,1,1910,1,70.6,1,11.59,1,41.8,1,4.4,1,9.2,1,13,1," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks.",1,"generally easy to work with both hand andmachinetools, though some drying defects may be present or occur while drying the wood. glues, stains, and finishes well.",1," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",1,,,,,,,,,,,30,1,60,1,,
subalpine fir,abies lasiocarpa,1,mountainous regions of eastern north america,1,0.6,1,1,1,530,1,1560,1,58,1,9.13,1,33.9,1,2.6,1,7.4,1,9.4,1," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks.",1,"generally easy to work with both hand andmachinetools. glues, stains, and finishes well.",1," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",1,,,,,,,,,,,20,1,30,1,,
white fir,abies concolor,1,mountainous regions of western united states,1,1.2,1,1.8,1,415,1,2140,1,66.9,1,10.24,1,39.6,1,3.3,1,7,1,9.8,1," rated as non-durable to perishable regarding decay resistance, with little resistance to insect attacks.",1,"generally easy to work with both hand andmachinetools, though some drying defects may be present or occur while drying the wood. glues, stains, and finishes well.",1," construction lumber, paper (pulpwood), plywood, and other utility wood purposes.",1,,,,,,,,,,,37,1,55,1,,
"freijo, laurel blanco","cordia spp. (c.alliodora, c.goeldiana)",1,from southern mexico to brazil,1,0.6,1,1,1,565,1,3970,1,86.7,1,12.93,1,46,1,3.9,1,6.7,1,10,1,"variable, generally depending on the darkness of the wood. rated as durable, though lighter-colored boards are less durable. mixed insect resistance.",1,"easy to work with hand or machine tools. glues, turns, and finishes well.",1," veneer, furniture, turned objects, cabinetry, boatbuilding, and millwork",1,,,,,,,,,,,20,1,30,1,,
" argentine osage orange, fustic"," maclura tinctoria (syn.chlorophora tinctoria, morus tinctoria)",1," tropical america (west indies, central and south america)",1,0.6,1,1,1,910,1,10590,1,134.9,1,14.9,1,80.8,1,3.4,1,5.4,1,7.8,1,argentine osage orange is very durable and has good weathering characteristics; it is also resistant to termites.,1,"working this wood can be difficult due to its hardness and density, though it is reported to have little dulling effect on cutting edges. it turns well, and also takes stains, glues and finishes well.",1," heavy construction (within the tree's natural range), flooring, furniture, turnings, and other small specialty wood items.",1,,,,,,,,,,,18,1,25,1,,
"okoume, gabon",aucoumea klaineana,1,central africa (primarily gabon),1,1,1,1.8,1,430,1,1790,1,75,1,8.47,1,36.2,1,4.6,1,7.1,1,12.2,1,rated as non-durable; poor insect resistance.,1,high silica content has a pronounced blunting effect on cutters. planing and shaping may produce tearout or fuzzy surfaces. glues and finishes well.,1," veneer, plywood, boatbuilding, musical instruments, furniture, and interior millwork.",1,,,,,,,,,,,30,1,40,1,,
garapa,apuleia leiocarpa,1,south america,1,1,1,1.5,1,820,1,7350,1,127.8,1,15.57,1,62.3,1,4.2,1,7.5,1,11.4,1,"rated as durable, though vulnerable to termites and other insect attacks.",1,"garapa is fairly easy to work, despite its density. glues and finishes well, and is about average for dimensional stability.",1," flooring, decking, dock, and boatbuilding.",1,,,,,,,,,,,20,1,30,1,,
"giant chinkapin,chinquapin",chrysolepis chrysophylla (formerlycastanopsischrysophylla),1,pacific coast region of the united states,1,1,1,1.2,1,515,1,3250,1,73.8,1,8.55,1,28.6,1,4.6,1,7.4,1,13.2,1,rated as non-durable to perishable; poor insect resistance.,1,"overall working characteristics are good for both hand and machine tools, though drying defects are common if lumber is not carefully dried. glues, stains, and finishes well.",1,"furniture, veneer, and small specialty wood objects.",1,,,,,,,,,,,20,1,30,1,,
gidgee,"acacia cambagei, a.pruinocarpa",1,endemic to australia,1,0.3,1,0,1,1150,1,18990,1,130,1,18.5,1,70,1,4,1,5.1,1,9.2,1,no data available.,1,no data available.,1,,1,,,,,,,,,,,6,1,12,1,,
" goncalo alves, tigerwood, jobillo",astronium graveolens (syn. a. fraxinifolium),1,from mexico southward to brazil,1,1,1,1.5,1,905,1,9640,1,117,1,16.56,1,74.2,1,4.2,1,7.8,1,11.2,1," goncalo alves has excellent weathering properties, and is rated as very durable regarding decay resistance.",1,"goncalo alves is generally not too difficult to work, despite its high density. figured pieces with irregular grain can pose a challenge in planing and machining operations. goncalo alves can also have a moderate blunting effect on cutters. the wood is very resistant to moisture absorption, which can make it difficult to glue. goncalo alves turns and finishes well.",1," flooring, veneers, furniture, cabinetry, carving, turned objects, and other small wood specialty objects such as pool cues, archery bows, knife handles, etc.",1,,,,,,,,,,,30,1,40,1,,
greenheart,chlorocardium rodiei (syn. ocotea rodiei),1,northeastern south america,1,0.5,1,0.6,1,1010,1,11260,1,185.5,1,24.64,1,91.7,1,8.2,1,8.9,1,16.5,1," greenheart is rated as very durable, and is also resistant to most insect attacks. it's also considered to be one of the best-suited woods for use in marineenvironments, and has good weathering characteristics.",1,"generally somewhat difficult to work on account of its density, with a moderate to high blunting effect on cutters. sections with interlocked grain should be machined with care to avoid grain tearout. gluing can be difficult in some pieces, and precautions for gluing tropical species should be followed. turns and finishes well.respondsmoderatelywell to steam-bending.",1," boatbuilding, docks, decking, posts, fishing rods, pool cues, and other turned wood items.",1,,,,,,,,,,,23,1,30,1,,
"guanacaste, parota",enterolobium cyclocarpum,1,"primarily central america, as well as mexico and northern south america",1,1.5,1,2.5,1,440,1,2100,1,59.6,1,8.46,1,37.2,1,2.2,1,4.9,1,7.1,1,rated as durable to very durable; mixed insect resistance.,1,"easy to work with hand and machine tools. however, tearout is common during planing, and fuzzy surfaces may be seen after machining, especially on quartersawn surfaces. glues and finishes well.",1," furniture frames, table slabs, boatbuilding, millwork, and turned objects.",1,,,,,,,,,,,20,1,30,1,,
"blue gum, tasmanian blue gum",eucalyptus globulus,1,tasmania and southern australia; also widely grown on plantations in subtropical regions,1,1,1,1.5,1,820,1,10550,1,134.7,1,18.76,1,76.9,1,6.8,1,12.8,1,19.7,1," rated as moderately durable, thoughsusceptibleto insect attack.",1,"gives moderately good results with hand and machine tools, though boards with interlocked grain (especiallyon quartersawn surfaces) frequently causes tearout during planing and other surfacing operations. blue gum tends to have many internal stresses and drying difficulties, and also has a large amount of movement in service, which excludes it from being used in applications where stability is important. glues and finishes well.",1," utility lumber, pallets, paper (pulpwood),fenceposts, flooring, veneer, and turned objects.",1,,,,,,,,,,,30,1,55,1,,
"lemon-scented gum, lemon eucalyptus",corymbia citriodora (syn. eucalyptus citriodora),1,eastern australia,1,1,1,1.5,1,950,1,8510,1,134.4,1,16.66,1,66.2,1,4,1,8,1,12,1,no data available.,1,no data available.,1,no data available.,1,,,,,,,,,,,20,1,40,1,,
" sweetgum, redgum, sapgum",liquidambar styraciflua,1,southeastern united states,1,0.6,1,1,1,545,1,3780,1,86.2,1,11.31,1,43.6,1,5.3,1,10.2,1,15.8,1," heartwood sections are rated as moderately durable to non-durable regarding decay resistance, while the sapwood is perishable. alsosusceptibleto insect attack.",1,"generally easy to work, though planing can produce tearout due to interlocked grain. sweetgum is known to warp and distort badly duringinitialdrying. (after initial drying, distortion is significantly less, but the wood still experiences anappreciableamount of movement in service.) turns, glues, stains, and finishes well. responds moderately well to steam bending.",1," veneer, plywood, furniture (speaker/acoustic cabinets), interior trim, boxes/crates, and turned objects.",1,,,,,,,,,,,20,1,30,1,,
river red gum,eucalyptus camaldulensis,1,australia,1,1,1,1.5,1,870,1,9600,1,123.8,1,11.8,1,57.8,1,5.3,1,8.8,1,14.1,1,no data available.,1,no data available.,1,no data available.,1,,,,,,,,,,,30,1,46,1,,
"rose gum, flooded gum",eucalyptus grandis,1,eastern australia; also grown on plantations worldwide,1,1.2,1,2,1,640,1,5600,1,107.8,1,14.15,1,55.3,1,5.9,1,10.1,1,15.5,1,rated as durable to very durable; poor insect resistance.,1,"fairly easy to work with both hand and machine tools, though rose gum experiences a large amount of shrinkage when drying, and a relatively large amount of movement in service. glues, stains, and finishes well.",1," flooring, millwork, furniture, and boatbuilding.",1,,,,,,,,,,,30,1,50,1,,
spotted gum,corymbia maculata (syn. eucalyptus maculata),1,australia (coastal regions of new south wales),1,1,1,1.5,1,940,1,10360,1,141.8,1,19.77,1,71.8,1,6.3,1,9.9,1,16.3,1,no data available.,1,no data available.,1,no data available.,1,,,,,,,,,,,30,1,50,1,,
" sweetgum, redgum, sapgum",liquidambar styraciflua,1,southeastern united states,1,0.6,1,1,1,545,1,3780,1,86.2,1,11.31,1,43.6,1,5.3,1,10.2,1,15.8,1," heartwood sections are rated as moderately durable to non-durable regarding decay resistance, while the sapwood is perishable. alsosusceptibleto insect attack.",1,"generally easy to work, though planing can produce tearout due to interlocked grain. sweetgum is known to warp and distort badly duringinitialdrying. (after initial drying, distortion is significantly less, but the wood still experiences anappreciableamount of movement in service.) turns, glues, stains, and finishes well. responds moderately well to steam bending.",1," veneer, plywood, furniture (speaker/acoustic cabinets), interior trim, boxes/crates, and turned objects.",1,,,,,,,,,,,20,1,30,1,,
"yellow gum, white ironbark",eucalyptusleucoxylon,1,southern australia (also widely planted as an ornamental tree),1,0.6,1,1,1,1010,1,11000,1,111,1,12,1,67,1,5.3,1,10.5,1,15.9,1,no data available.,1,no data available.,1,no data available.,1,,,,,,,,,,,15,1,20,1,,
" hackberry, sugarberry"," celtis occidentalis, celtislaevigata",1,eastern north america,1,0.3,1,0.6,1,595,1,3910,1,75.9,1,8.21,1,37.5,1,4.8,1,8.9,1,13.8,1,rated as non-durable to perishable. alsosusceptibleto fungal discoloration and insect attack.,1,"generally good working characteristics with both hand and machine tools, though smaller pieces with knots, or sections with interlocked grain can pose challenges in machining. responds superbly to steam bending. glues, turns, stains, and finishes well.",1," furniture, boxes/crates, veneer, turned objects, and bent parts.",1,,,,,,,,,,,12,1,18,1,,
" eastern hemlock, canadian hemlock",tsuga canadensis,1,eastern north america,1,0.6,1,1,1,450,1,2220,1,61.4,1,8.28,1,37.3,1,3,1,6.8,1,9.7,1," rated as non-durable regarding decay resistance, and alsosusceptibleto insect attack.",1,"working properties areintermediate. the wood tends to splinter easily when being worked, and tends to plane poorly.also, because of the disparity between the soft earlywood and the hard latewood, sanding can create dips and uneven surfaces.glues, stains, and finishes well.",1," boxes, pallets, crates, plywood, framing, and other construction purposes.",1,,,,,,,,,,,30,1,0,1,,
mountain hemlock,tsuga mertensiana,1,northwest coast of north america,1,1,1,1.2,1,530,1,3030,1,79.3,1,9.17,1,44.4,1,4.4,1,7.1,1,11.1,1," rated as non-durable regarding decay resistance, and alsosusceptibleto insect attack.",1,"overall working properties are good, but because of the disparity between the soft earlywood and the hard latewood, sanding can create dips and uneven surfaces.glues, stains, and finishes well.",1," boxes, pallets, crates, plywood, framing, and other construction purposes.",1,,,,,,,,,,,30,1,40,1,,
western hemlock,tsuga heterophylla,1,northwest coast of north america,1,1,1,1.5,1,465,1,2400,1,77.9,1,11.24,1,37.3,1,4.2,1,7.8,1,12.4,1," rated as non-durable regarding decay resistance, and alsosusceptibleto insect attack.",1,"overall working properties are good, but because of the disparity between the soft earlywood and the hard latewood, sanding can create dips and uneven surfaces.glues, stains, and finishes well.",1," boxes, pallets, crates, plywood, framing, and other construction purposes.",1,,,,,,,,,,,50,1,60,1,,
bitternut hickory,carya cordiformis,1,eastern united states,1,0.6,1,1,1,735,1,6670,1,117.9,1,12.35,1,62.3,1,0,1,0,1,13.6,1,,1,,1,,1,,,,,,,,,,,30,1,40,1,,
mockernut hickory,carya tomentosa,1,eastern united states,1,0.6,1,1,1,815,1,8760,1,132.4,1,15.31,1,61.7,1,7.7,1,11,1,17.8,1," considered to be non-durable to perishable regarding heartwood decay, and also very susceptible to insect attack.",1,"difficult to work, with tearout being common during machining operations if cutting edges are not kept sharp; the wood tends to blunt cutting edges. glues, stains, and finishes well.responds well to steam bending.",1," tool handles, ladder rungs, wheel spokes, flooring, etc.",1,,,,,,,,,,,30,1,35,1,,
nutmeg hickory,carya myristiciformis,1,southeastern united states,1,0.3,1,0.6,1,675,1,5740,1,114.5,1,11.72,1,47.7,1,0,1,0,1,0,1,,1,,1,,1,,,,,,,,,,,15,1,20,1,,
pignut hickory,carya glabra,1,eastern united states,1,0.6,1,1,1,835,1,9520,1,138.6,1,15.59,1,63.4,1,7.2,1,11.5,1,17.9,1," considered to be non-durable to perishable regarding heartwood decay, and also very susceptible to insect attack.",1,"difficult to work, with tearout being common during machining operations if cutting edges are not kept sharp; the wood tends to blunt cutting edges. glues, stains, and finishes well.responds well to steam bending.",1," tool handles, ladder rungs, wheel spokes, flooring, etc.",1,,,,,,,,,,,20,1,30,1,,
shagbark hickory,carya ovata,1,eastern united states,1,0.3,1,0.6,1,800,1,8360,1,139.3,1,14.9,1,63.5,1,7,1,10.5,1,16.7,1," considered to be non-durable to perishable regarding heartwood decay, and also very susceptible to insect attack.",1,"difficult to work, with tearout being common during machining operations if cutting edges are not kept sharp; the wood tends to blunt cutting edges. glues, stains, and finishes well.responds well to steam bending.",1," tool handles, ladder rungs, wheel spokes, flooring, etc.",1,,,,,,,,,,,20,1,30,1,,
